2NE1 - 내가 제일 잘 나가(I AM THE BEST) M/V,Groove Edition,other
Rjd2 - Ghostwriter,RJD2,hip hop
Taking Care Of Business - Bachman Turner Overdrive,Ameritz Top Tracks,other
Gone Away The Offspring,The Offspring,rock
The Offspring - Hit That,The Offspring,rock
Wagner - RIDE OF THE VALKYRIES - Furtwangler,Richard Wagner,classic
Beyoncé - Halo,Beyoncé,pop
Kanye West - POWER,Kanye West,hip hop
the flaming lips In the Morning of the Magicians,The Flaming Lips,rock
Adam Levine - Lost Stars (from Begin Again),Various Artists,other
NIN - the mark has been made,Nine Inch Nails,rock
All Them Witches - The Urn,All Them Witches,rock
Genres:
rock,5
hip hop,2
pop,1
electronic,0
r&b,0
dance,0
folk,0
jazz,0
classic,1
soundtrack,0
other,3
